agents,kmax,percent,ratio,profit,distance
8,-1,-1,0.80,280,1521558.98
8,-1,-1,0.90,5,60971.98
8,-1,-1,0.90,30,86586.50
8,-1,-1,0.90,55,169160.13
8,-1,-1,0.90,80,196093.17
8,-1,-1,0.90,105,251119.48
8,-1,-1,0.90,130,360651.78
8,-1,-1,0.90,155,404433.14
8,-1,-1,0.90,180,555734.53
8,-1,-1,0.90,205,837982.76
8,-1,-1,0.90,230,993356.39
8,-1,-1,0.90,255,1227800.84
8,-1,-1,0.90,280,1521975.90
8,-1,-1,1.00,5,60971.98
8,-1,-1,1.00,30,86586.50
8,-1,-1,1.00,55,169160.13
8,-1,-1,1.00,80,196093.17
8,-1,-1,1.00,105,251119.48
8,-1,-1,1.00,130,360651.78
8,-1,-1,1.00,155,404396.25
8,-1,-1,1.00,180,552713.77
8,-1,-1,1.00,205,842794.87
8,-1,-1,1.00,230,997864.58
8,-1,-1,1.00,255,1228256.53
8,-1,-1,1.00,280,1549054.08
10,-1,-1,-1.00,5,60971.98
10,-1,-1,-1.00,30,86586.50
10,-1,-1,-1.00,55,169160.13
10,-1,-1,-1.00,80,196093.17
10,-1,-1,-1.00,105,251119.48
10,-1,-1,-1.00,130,360651.78
10,-1,-1,-1.00,155,413554.91
10,-1,-1,-1.00,180,557069.44
10,-1,-1,-1.00,205,874992.00
10,-1,-1,-1.00,230,1007771.31
10,-1,-1,-1.00,255,1316601.55
10,-1,-1,-1.00,280,1625984.09
10,-1,-1,0.10,5,60971.98
10,-1,-1,0.10,30,86586.50
10,-1,-1,0.10,55,169160.13
10,-1,-1,0.10,80,196093.17
10,-1,-1,0.10,105,251119.48
10,-1,-1,0.10,130,360651.78
10,-1,-1,0.10,155,413554.91
10,-1,-1,0.10,180,557131.55
10,-1,-1,0.10,205,890778.22
10,-1,-1,0.10,230,1011907.46
10,-1,-1,0.10,255,1339213.12
10,-1,-1,0.10,280,1642672.01
10,-1,-1,0.20,5,60971.98
10,-1,-1,0.20,30,86586.50
10,-1,-1,0.20,55,169160.13
10,-1,-1,0.20,80,196093.17
10,-1,-1,0.20,105,251119.48
10,-1,-1,0.20,130,360651.78
10,-1,-1,0.20,155,413554.91
10,-1,-1,0.20,180,557131.55
10,-1,-1,0.20,205,892463.39
10,-1,-1,0.20,230,1012050.60
10,-1,-1,0.20,255,1338501.39
10,-1,-1,0.20,280,1644448.77
10,-1,-1,0.30,5,60971.98
10,-1,-1,0.30,30,86586.50
10,-1,-1,0.30,55,169160.13
10,-1,-1,0.30,80,196093.17
10,-1,-1,0.30,105,251119.48
10,-1,-1,0.30,130,360651.78
10,-1,-1,0.30,155,413554.91
10,-1,-1,0.30,180,557131.55
10,-1,-1,0.30,205,893582.26
10,-1,-1,0.30,230,1011590.82
10,-1,-1,0.30,255,1340580.13
10,-1,-1,0.30,280,1643411.20
10,-1,-1,0.40,5,60971.98
10,-1,-1,0.40,30,86586.50
10,-1,-1,0.40,55,169160.13
10,-1,-1,0.40,80,196093.17
10,-1,-1,0.40,105,251119.48
10,-1,-1,0.40,130,360651.78
10,-1,-1,0.40,155,413554.91
10,-1,-1,0.40,180,557131.55
10,-1,-1,0.40,205,890798.42
10,-1,-1,0.40,230,1012058.41
10,-1,-1,0.40,255,1339064.43
10,-1,-1,0.40,280,1647687.37
10,-1,-1,0.50,5,60971.98
10,-1,-1,0.50,30,86586.50
10,-1,-1,0.50,55,169160.13
10,-1,-1,0.50,80,196093.17
10,-1,-1,0.50,105,251119.48
10,-1,-1,0.50,130,360651.78
10,-1,-1,0.50,155,413554.91
10,-1,-1,0.50,180,557131.55
10,-1,-1,0.50,205,891711.27
10,-1,-1,0.50,230,1011682.70
10,-1,-1,0.50,255,1339755.32
10,-1,-1,0.50,280,1643820.19
10,-1,-1,0.60,5,60971.98
10,-1,-1,0.60,30,86586.50
10,-1,-1,0.60,55,169160.13
10,-1,-1,0.60,80,196093.17
10,-1,-1,0.60,105,251119.48
10,-1,-1,0.60,130,360651.78
10,-1,-1,0.60,155,413554.91
10,-1,-1,0.60,180,557131.55
10,-1,-1,0.60,205,890561.30
10,-1,-1,0.60,230,1011996.82
10,-1,-1,0.60,255,1338152.40
10,-1,-1,0.60,280,1641970.60
10,-1,-1,0.70,5,60971.98
10,-1,-1,0.70,30,86586.50
10,-1,-1,0.70,55,169160.13
10,-1,-1,0.70,80,196093.17
10,-1,-1,0.70,105,251119.48
10,-1,-1,0.70,130,360651.78
10,-1,-1,0.70,155,413554.91
10,-1,-1,0.70,180,557131.55
10,-1,-1,0.70,205,891813.64
10,-1,-1,0.70,230,1012316.16
10,-1,-1,0.70,255,1340832.71
10,-1,-1,0.70,280,1645703.67
10,-1,-1,0.80,5,60971.98
10,-1,-1,0.80,30,86586.50
10,-1,-1,0.80,55,169160.13
10,-1,-1,0.80,80,196093.17
10,-1,-1,0.80,105,251119.48
10,-1,-1,0.80,130,360651.78
10,-1,-1,0.80,155,413554.91
10,-1,-1,0.80,180,557131.55
10,-1,-1,0.80,205,891806.66
10,-1,-1,0.80,230,1011741.43
10,-1,-1,0.80,255,1338325.89
10,-1,-1,0.80,280,1646904.33
10,-1,-1,0.90,5,60971.98
10,-1,-1,0.90,30,86586.50
10,-1,-1,0.90,55,169160.13
10,-1,-1,0.90,80,196093.17
10,-1,-1,0.90,105,251119.48
10,-1,-1,0.90,130,360651.78
10,-1,-1,0.90,155,413554.91
10,-1,-1,0.90,180,557131.55
10,-1,-1,0.90,205,892096.85
10,-1,-1,0.90,230,1011603.03
10,-1,-1,0.90,255,1337899.65
10,-1,-1,0.90,280,1648214.90
10,-1,-1,1.00,5,60971.98
10,-1,-1,1.00,30,86586.50
10,-1,-1,1.00,55,169160.13
10,-1,-1,1.00,80,196093.17
10,-1,-1,1.00,105,251119.48
10,-1,-1,1.00,130,360651.78
10,-1,-1,1.00,155,413554.91
10,-1,-1,1.00,180,557135.37
10,-1,-1,1.00,205,878318.74
10,-1,-1,1.00,230,1014564.31
10,-1,-1,1.00,255,1342179.23
10,-1,-1,1.00,280,1655827.57
